Actual,Predictions
6,"[2.4351470e-08 2.3721827e-10 2.6340413e-08 3.7373438e-11 1.5445132e-06
 1.9565464e-08 9.9999845e-01 3.3623053e-13 2.3780145e-09 3.3052996e-10]"
4,"[1.9187488e-11 2.6664765e-07 3.3944081e-10 2.7342573e-12 9.9999893e-01
 1.4998092e-10 1.2477593e-10 1.3889963e-08 3.0241758e-08 7.5468103e-07]"
3,"[3.4362022e-16 7.2363338e-11 3.3589489e-11 1.0000000e+00 2.7602354e-15
 1.1277964e-08 8.4052511e-15 1.3637646e-12 1.6029235e-10 1.5299826e-12]"
0,"[9.9999714e-01 1.1969955e-07 6.9587067e-08 7.3164613e-11 2.0620691e-06
 7.6465190e-09 2.5539288e-07 7.8470599e-09 1.5458942e-07 1.8909178e-07]"
0,"[9.9999905e-01 1.7889683e-08 2.5227290e-08 3.7712322e-10 1.6654461e-07
 1.5940179e-08 1.9060811e-07 6.0172378e-09 2.5658227e-07 3.0685163e-07]"
0,"[9.9999952e-01 1.5031365e-08 7.2972568e-08 1.9650696e-10 1.1365725e-07
 5.7366449e-09 1.4929389e-08 3.9003027e-09 8.1226716e-08 1.8658898e-07]"
3,"[6.8867794e-15 2.6733216e-12 1.8354162e-11 1.0000000e+00 3.7115957e-16
 1.4260762e-08 8.1741940e-16 4.8984891e-14 5.8119849e-11 8.1487242e-13]"
3,"[3.2963939e-15 5.6574255e-12 2.5971274e-09 1.0000000e+00 4.4005416e-15
 1.1707488e-09 1.7128626e-15 3.0363160e-12 2.9876265e-10 4.8625067e-12]"
5,"[1.1888690e-11 1.4889042e-12 4.1103253e-14 2.6955638e-08 2.3895222e-12
 1.0000000e+00 7.6307866e-10 7.1611215e-14 4.6135873e-10 3.2083933e-10]"
7,"[5.9277891e-06 6.1484138e-06 1.1880870e-03 1.3642063e-05 9.2847657e-08
 3.5079194e-07 7.2013973e-10 9.9878269e-01 2.4972528e-06 4.8710535e-07]"
0,"[1.0000000e+00 1.2279526e-09 2.5355236e-09 8.0776375e-12 4.4086978e-08
 8.1855461e-10 3.4299152e-09 1.2172995e-10 6.7301908e-10 3.4112578e-08]"
6,"[1.4746485e-11 4.1770892e-11 5.1920603e-11 2.7042740e-13 2.7434535e-08
 4.5826049e-08 9.9999952e-01 1.7418137e-12 4.9131955e-07 6.2715637e-13]"
4,"[4.2872975e-12 1.4132530e-07 2.1690334e-11 2.0197150e-11 9.9999905e-01
 4.3083448e-10 4.4858632e-09 2.3190292e-09 8.3917411e-07 1.1899040e-08]"
8,"[2.34915364e-12 2.42244213e-13 1.13614595e-11 1.70388104e-09
 5.73302011e-15 8.28336177e-10 1.87086804e-10 6.91539192e-16
 1.00000000e+00 3.72853267e-12]"
8,"[2.7500056e-14 2.9526051e-14 8.7852138e-13 1.0678450e-09 2.9656091e-14
 1.1957997e-09 4.5074441e-10 5.1273313e-17 1.0000000e+00 2.6433546e-13]"
6,"[4.9969434e-10 3.7547232e-09 5.6633827e-09 9.5765751e-10 4.0617212e-09
 1.6062137e-06 9.9999809e-01 5.0205125e-13 2.1816282e-07 1.4547197e-11]"
3,"[3.1625047e-13 3.0076908e-09 4.0992088e-10 1.0000000e+00 4.3259658e-12
 5.3869467e-08 6.2344837e-14 6.9563140e-11 3.1874368e-09 2.4341233e-09]"
4,"[5.86023591e-12 2.36863489e-08 3.81147648e-11 7.70163620e-12
 9.99999881e-01 2.63815053e-10 1.06383125e-10 2.86731550e-09
 4.40778116e-08 4.96176895e-08]"
6,"[6.2302559e-09 2.0779018e-13 3.5150676e-12 3.0150409e-14 4.3420780e-08
 4.6192752e-10 1.0000000e+00 4.6308020e-15 8.7553298e-11 8.9980877e-11]"
9,"[2.6490117e-09 3.9862799e-10 7.8311587e-08 1.7211775e-07 4.0721253e-07
 4.5358465e-08 1.2749085e-10 4.7252397e-05 4.9208861e-04 9.9945992e-01]"
9,"[3.7889882e-09 2.6214073e-10 1.5995012e-08 6.0022302e-08 4.8724169e-06
 5.8318250e-08 2.6361180e-10 3.2334814e-05 1.4031920e-04 9.9982244e-01]"
8,"[5.3659466e-11 1.2348934e-12 8.6662133e-10 2.7706836e-08 1.0247687e-12
 3.2869252e-08 2.2251032e-10 3.8745062e-14 9.9999988e-01 5.0939342e-10]"
2,"[3.6929709e-11 7.1798922e-09 9.9997735e-01 2.2294429e-05 5.7557630e-09
 1.6503133e-08 6.5770505e-09 4.5540109e-08 2.3351372e-07 3.0329975e-10]"
7,"[7.7005564e-07 2.4024550e-05 1.7774109e-03 2.6120181e-04 3.3361737e-06
 5.6351564e-06 6.7165513e-09 9.9788529e-01 1.2751435e-05 2.9622906e-05]"
7,"[4.2978773e-08 1.2129440e-06 2.2629905e-05 1.2314443e-05 1.0273011e-07
 4.3791857e-08 3.2758088e-11 9.9996305e-01 2.1040852e-07 3.7158813e-07]"
1,"[7.89449039e-09 9.99999881e-01 2.74418577e-09 2.59321401e-11
 8.84322615e-10 2.96480174e-09 9.48575618e-09 2.57970072e-08
 7.01312999e-08 1.11476654e-10]"
0,"[1.0000000e+00 8.7129698e-10 1.1875165e-10 4.6543988e-12 1.7935916e-09
 7.7891010e-10 4.2256327e-09 4.7735645e-11 4.4377768e-09 8.8607237e-09]"
1,"[6.5443245e-08 9.9999928e-01 2.4679636e-07 3.7879144e-10 7.4649886e-09
 5.7133520e-09 7.8518866e-08 1.3814861e-07 2.6498500e-07 2.3481281e-10]"
2,"[9.8895447e-13 4.3615105e-11 9.9999988e-01 1.1602295e-07 6.7947331e-10
 9.0366941e-12 2.1386702e-13 5.1848832e-09 5.3297289e-10 7.6359318e-12]"
3,"[5.76712801e-15 5.82485005e-10 1.07379239e-09 9.99999881e-01
 3.98350108e-13 1.12934245e-07 2.22261944e-12 1.82039991e-11
 1.12843317e-08 5.66638021e-11]"
4,"[6.7837769e-18 1.2694228e-10 1.4800834e-13 3.4013405e-17 1.0000000e+00
 2.0808186e-15 1.3251659e-12 1.3067624e-09 9.3276643e-11 5.0969976e-13]"
5,"[9.8638020e-15 3.2116006e-14 3.1909276e-17 4.8999129e-09 5.0633279e-16
 1.0000000e+00 1.1250748e-11 1.7883033e-17 1.5580788e-10 7.0908058e-12]"
6,"[3.5277392e-09 9.2703991e-13 1.5854356e-11 4.4918482e-14 1.9563744e-07
 1.3039336e-09 9.9999976e-01 3.5494477e-15 5.1675598e-11 2.0949756e-11]"
7,"[1.9039634e-06 9.2722994e-06 6.2490627e-04 1.6668752e-06 4.1147228e-08
 9.0512721e-08 1.9704252e-11 9.9936110e-01 6.5092507e-07 2.4864414e-07]"
8,"[5.4504423e-09 3.0791297e-11 3.4473611e-05 6.8464215e-05 2.8864477e-10
 1.9682757e-08 2.9045413e-09 2.4245161e-10 9.9989676e-01 1.8841023e-07]"
9,"[8.3166745e-09 1.8123469e-09 1.0500250e-09 1.6894980e-07 4.0463254e-07
 2.2139082e-08 2.1769329e-09 6.3747183e-07 8.4697340e-06 9.9999034e-01]"
0,"[1.0000000e+00 4.1836413e-13 5.7902949e-12 2.2338395e-16 4.8417877e-11
 1.6966845e-13 2.3224404e-12 1.2124548e-13 2.4643677e-12 5.9548755e-11]"
1,"[1.6926226e-08 9.9999988e-01 2.5586100e-08 4.2603136e-11 2.7590015e-09
 3.4304513e-09 1.4484948e-08 4.5971738e-08 2.5102517e-08 1.1998517e-10]"
2,"[2.9695076e-11 4.5300341e-10 1.0000000e+00 5.2849782e-09 4.3943606e-11
 4.1422512e-12 2.3841169e-13 5.2664633e-09 2.0057889e-11 4.8610107e-13]"
3,"[3.1034754e-15 7.5491680e-10 1.4862308e-09 1.0000000e+00 8.6951101e-13
 9.3433261e-09 6.6299437e-14 9.3201905e-12 1.0492668e-08 5.9247961e-11]"
4,"[3.5207755e-13 2.1420634e-09 1.0838693e-12 6.2712438e-13 1.0000000e+00
 2.7022247e-12 5.0735475e-12 8.7461256e-09 2.2702464e-09 4.4002718e-08]"
5,"[3.4188372e-13 2.9986829e-11 3.0692984e-14 6.7659367e-09 8.9817205e-13
 1.0000000e+00 7.8480102e-09 5.3549176e-14 2.9554426e-08 3.4011922e-09]"
6,"[6.5716027e-10 7.2178090e-14 7.2526577e-13 3.6355877e-16 8.5921258e-08
 5.6424053e-11 9.9999988e-01 2.9833064e-16 6.8670226e-12 1.3305807e-12]"
7,"[6.4609253e-08 6.9669586e-06 1.1247533e-04 1.0674603e-06 5.3444371e-08
 3.3914259e-07 4.0241712e-12 9.9987853e-01 1.8006249e-07 2.3934777e-07]"
8,"[1.65443353e-10 5.67999803e-13 2.65457292e-08 1.30841649e-08
 1.36284850e-13 1.10985734e-10 9.04285535e-11 3.41172233e-14
 1.00000000e+00 1.41545484e-10]"
0,"[1.0000000e+00 1.2065715e-10 4.6923498e-10 4.1411410e-14 5.4994430e-08
 1.5359656e-11 2.2340978e-10 7.8306233e-12 6.3786681e-10 1.9352335e-09]"
1,"[4.4253432e-09 1.0000000e+00 1.0431209e-08 5.2425625e-12 2.3382631e-09
 1.9994275e-09 1.0506928e-08 3.6374413e-08 5.6529359e-09 3.8644973e-11]"
2,"[7.11383868e-11 5.61217350e-10 1.00000000e+00 4.47588739e-08
 1.50165130e-10 2.23683932e-10 1.88369546e-12 1.10414495e-08
 1.95151964e-10 2.97434711e-12]"
3,"[3.2650111e-12 1.4770319e-09 1.2122040e-07 9.9999976e-01 7.0251769e-12
 1.7108123e-07 8.4395875e-13 1.2053544e-10 4.2092559e-08 1.8745325e-10]"
4,"[3.1660503e-15 1.2754636e-10 2.2430095e-13 2.1559477e-15 1.0000000e+00
 3.3267643e-14 1.2680130e-12 1.6209932e-09 3.5953138e-10 2.6695042e-09]"
5,"[1.2359509e-13 1.8390484e-13 1.4545529e-15 5.2256288e-09 4.0755685e-15
 1.0000000e+00 1.1881486e-10 6.4350403e-17 6.5343154e-11 1.2714461e-10]"
6,"[2.2623965e-09 1.2776803e-12 5.6375866e-11 1.1778673e-12 5.2186490e-08
 8.9766008e-09 1.0000000e+00 3.3903541e-14 3.8457049e-10 8.6210213e-11]"
7,"[8.8464871e-09 2.8688437e-06 7.5795670e-06 1.8792977e-06 2.0317485e-07
 5.6386835e-07 3.8714223e-12 9.9998653e-01 1.2804624e-07 2.3998550e-07]"
8,"[2.6798246e-09 7.7666098e-14 3.9851990e-08 1.2904006e-09 6.2805894e-14
 6.8503571e-12 4.6051998e-10 4.1911546e-14 1.0000000e+00 3.4824985e-10]"
2,"[8.7180480e-12 8.8558699e-10 1.0000000e+00 3.3660154e-08 3.6529613e-11
 1.0284311e-11 1.8156833e-12 7.3728290e-10 9.2316634e-11 5.9262565e-14]"
1,"[3.2217378e-09 9.9999976e-01 2.3202928e-08 1.2679488e-10 4.4935482e-09
 1.2521333e-09 3.3194574e-09 2.0805052e-07 3.7455092e-09 1.1493685e-09]"
7,"[1.9544247e-08 2.8912544e-05 5.6449703e-06 9.5615383e-07 2.1746764e-06
 4.4729998e-07 1.2819375e-10 9.9996066e-01 5.3539088e-07 6.4911990e-07]"
2,"[8.3383177e-14 9.6746951e-12 1.0000000e+00 1.7996443e-08 2.0579226e-11
 1.5591533e-12 2.7783185e-13 1.2527844e-11 2.8711439e-11 7.5324966e-14]"
5,"[7.4043836e-13 3.0168108e-11 1.6318906e-13 1.6650439e-07 1.5076877e-12
 9.9999976e-01 7.8970758e-10 1.4780180e-13 5.7490816e-08 3.3352665e-09]"
0,"[1.00000000e+00 9.98673540e-12 1.24396491e-11 2.59200857e-14
 3.09665800e-11 5.85012984e-12 1.86220171e-11 1.83642381e-12
 3.10831569e-11 1.01336814e-10]"
8,"[6.01413342e-13 2.05282966e-15 1.28394617e-09 1.04299103e-09
 1.96473591e-15 1.40180749e-12 1.03858346e-10 2.14831047e-17
 1.00000000e+00 1.34935596e-11]"
0,"[9.9999917e-01 8.1389595e-10 1.6376804e-07 4.4822182e-10 5.0816496e-08
 1.3633865e-08 2.3888654e-07 2.3559892e-09 2.4313908e-07 2.4869283e-07]"
2,"[1.8482528e-11 5.8646488e-10 1.0000000e+00 2.0046407e-08 3.3435362e-12
 6.5496233e-12 2.2664319e-15 1.9108761e-08 5.7442705e-12 2.0462067e-12]"
7,"[1.1688547e-07 3.8259870e-05 1.9663281e-05 2.2999570e-06 1.2980075e-05
 4.3783007e-06 5.9868982e-10 9.9991715e-01 2.6255038e-06 2.4972846e-06]"
8,"[4.3798130e-13 1.1320814e-11 9.8116837e-10 7.5626572e-10 1.3483725e-12
 1.8263342e-10 1.3586415e-09 7.2836866e-16 1.0000000e+00 1.5368887e-11]"
8,"[1.1249122e-11 2.6138224e-12 4.1706852e-07 2.9679397e-06 1.9409426e-12
 7.7707046e-10 8.6211172e-09 2.0271527e-13 9.9999666e-01 9.2021907e-10]"
3,"[2.6660002e-15 2.3667983e-11 4.8857505e-11 1.0000000e+00 5.4835651e-15
 1.2216824e-09 2.4913545e-15 7.2198790e-13 3.9583167e-10 6.5278351e-12]"
6,"[3.0830707e-09 2.8143460e-13 1.1253385e-11 1.7125007e-14 1.0454217e-07
 1.3605501e-09 9.9999988e-01 5.9421212e-15 9.0748534e-11 1.1677016e-10]"
0,"[1.0000000e+00 4.3882688e-12 2.3202093e-08 3.5416147e-13 3.9108303e-09
 1.5818015e-12 1.0701280e-10 1.8196965e-10 6.6928113e-10 4.0660559e-08]"
2,"[1.94336963e-10 1.06302384e-10 9.99999762e-01 2.41412351e-07
 1.39972742e-10 2.50653165e-10 1.71220405e-13 5.13245846e-09
 2.23769656e-10 4.73601540e-12]"
7,"[3.7683967e-09 8.9040132e-06 1.5764402e-06 4.0779281e-07 3.7303803e-07
 1.5497731e-07 8.1006096e-12 9.9998832e-01 9.9134397e-08 3.0860917e-07]"
6,"[1.8100672e-09 2.3906535e-15 7.0617259e-14 8.7042105e-15 1.1083117e-09
 1.0743149e-09 1.0000000e+00 2.1585060e-16 2.0393204e-10 2.0810213e-11]"
6,"[5.9539590e-10 5.8813745e-13 1.0384165e-11 1.1454444e-13 1.5578387e-09
 6.4969776e-09 1.0000000e+00 2.6650242e-15 7.1860928e-10 8.4726377e-13]"
1,"[2.5245448e-08 9.9999940e-01 1.4070994e-07 2.6638097e-10 1.2863628e-08
 7.9036324e-09 2.3665791e-08 3.6559533e-07 4.7632369e-08 4.7018345e-10]"
2,"[2.0794688e-12 5.7765286e-12 1.0000000e+00 3.1513342e-10 5.3584021e-10
 4.7692124e-12 7.7805666e-13 1.6654896e-10 6.5238800e-11 1.8710231e-12]"
8,"[1.5011464e-11 8.1859745e-12 2.5369311e-09 3.2593874e-08 1.0074301e-11
 7.7612841e-09 3.9919827e-09 3.7004098e-14 1.0000000e+00 1.9946003e-10]"
8,"[9.2728308e-10 1.0292784e-10 1.0199960e-05 1.4129818e-04 1.4263105e-10
 1.6170832e-08 2.3524652e-08 5.7870553e-12 9.9984848e-01 4.4588333e-08]"
7,"[4.1999318e-10 9.5841266e-08 3.9543212e-07 5.7032633e-08 1.0969967e-08
 3.0704658e-08 1.4388413e-14 9.9999952e-01 1.9900404e-09 2.0907351e-08]"
7,"[1.4416336e-06 1.3135960e-05 1.9803210e-04 4.4992830e-05 3.3202915e-07
 2.6555126e-06 1.2099138e-09 9.9972922e-01 8.9584673e-06 1.0854015e-06]"
4,"[1.5137707e-16 1.9257300e-09 9.9968062e-14 1.7971861e-14 1.0000000e+00
 2.0245628e-13 4.2445260e-13 2.2621601e-08 1.6285903e-11 8.8958695e-11]"
7,"[2.0800917e-09 2.0779424e-07 4.5258566e-06 5.0857989e-07 1.1116067e-08
 1.0812440e-07 2.3643644e-13 9.9999464e-01 2.6382144e-08 2.2707201e-08]"
7,"[2.3604468e-08 1.0594564e-06 6.9305911e-06 4.9467162e-06 2.2561088e-07
 3.2928344e-07 9.3126982e-12 9.9998546e-01 7.3136141e-07 3.1636299e-07]"
3,"[2.5795712e-17 1.4113780e-11 4.4496525e-12 1.0000000e+00 7.4522912e-16
 2.2209790e-09 1.4623530e-15 5.0182226e-14 4.4095658e-11 2.5748047e-12]"
7,"[1.3344022e-07 3.3830090e-06 6.4631407e-05 3.0067749e-05 7.0907527e-07
 2.3747684e-06 1.6895381e-10 9.9989367e-01 3.8410599e-06 1.2829217e-06]"
4,"[3.7754763e-13 1.8563533e-08 4.1917103e-12 2.2319360e-12 1.0000000e+00
 5.6086073e-11 1.5332795e-10 3.5449556e-08 1.0041697e-09 2.9142770e-08]"
5,"[5.81417401e-13 3.22392321e-11 5.72703116e-15 3.85114802e-08
 3.32236083e-12 1.00000000e+00 1.42619250e-09 5.66093549e-15
 2.27096963e-09 1.24336905e-08]"
4,"[4.7199518e-17 3.8245204e-10 2.9110542e-12 1.7661562e-15 9.9999988e-01
 9.9693804e-15 2.5386843e-12 6.4980462e-08 1.5108129e-10 4.7054045e-11]"
3,"[1.3798957e-11 2.9812115e-09 1.9837346e-07 9.9999964e-01 4.1463447e-12
 1.3544562e-07 1.6729773e-10 1.8302532e-10 5.6535622e-08 6.8711420e-10]"
3,"[1.40720104e-13 3.90509347e-10 1.33190214e-09 9.99999285e-01
 4.10192903e-13 7.21108790e-07 1.27647675e-11 2.88746908e-11
 4.57214426e-08 8.63958738e-10]"
8,"[3.7441990e-11 4.6238187e-12 2.2980597e-08 2.0715317e-08 9.8568020e-12
 1.5165502e-09 1.5000039e-08 2.2027268e-14 9.9999988e-01 1.0611851e-09]"
4,"[3.1179477e-18 2.7745932e-11 5.3333284e-14 2.7803218e-17 1.0000000e+00
 7.6167534e-14 3.0278466e-10 1.9145781e-09 2.3522359e-10 1.2093945e-13]"
1,"[2.6233398e-09 1.0000000e+00 8.5746488e-10 2.0305309e-12 3.3616376e-09
 5.1383048e-10 1.1955562e-08 7.0977308e-09 4.8060382e-09 1.9074721e-11]"
1,"[2.4120965e-09 1.0000000e+00 9.4113455e-09 1.0747743e-12 3.4339671e-09
 6.9097401e-11 9.2658375e-10 3.8947238e-08 8.1709611e-10 9.9737579e-11]"
9,"[1.2322820e-07 2.0581524e-06 3.5844767e-08 1.2254012e-06 3.7216119e-04
 5.7791663e-06 2.1918529e-08 1.7450206e-05 1.3557522e-05 9.9958760e-01]"
7,"[9.1188035e-08 5.2203564e-04 1.5768434e-05 6.6094520e-07 1.5308160e-07
 6.7024786e-08 1.1053009e-10 9.9946064e-01 3.8906504e-07 1.5393010e-07]"
4,"[9.3005308e-16 3.4764061e-10 1.5170087e-11 3.6291211e-14 1.0000000e+00
 5.4239643e-14 5.4458634e-12 3.8537713e-08 4.1524048e-10 9.0955972e-11]"
3,"[1.7380262e-14 8.0012680e-10 1.4104616e-09 1.0000000e+00 7.1928975e-13
 2.4389577e-08 1.7489155e-12 2.9976594e-11 3.7786974e-09 2.3259006e-10]"
7,"[3.6108179e-07 1.7719132e-06 2.0744413e-04 4.3284858e-06 1.4884563e-08
 1.2656977e-06 2.4791403e-11 9.9978298e-01 1.5367585e-06 3.4868521e-07]"
3,"[6.0490491e-13 2.4387705e-09 1.1665521e-08 1.0000000e+00 4.2615369e-13
 3.0495784e-08 1.6302492e-12 2.8486212e-11 3.3359544e-09 2.7379318e-10]"
3,"[4.9788775e-17 1.0510338e-11 6.3642121e-12 1.0000000e+00 3.0594409e-16
 6.4890822e-11 3.9577612e-16 9.8699803e-14 8.9277231e-11 3.6632784e-12]"
0,"[1.0000000e+00 1.1553559e-09 2.8554674e-09 1.8003555e-11 2.2704802e-09
 2.8111331e-09 1.0090989e-08 5.7273599e-11 9.5608108e-09 4.5978035e-09]"
2,"[3.0820381e-11 5.5747861e-11 9.9999976e-01 1.7826792e-07 2.5058493e-09
 7.5768877e-11 6.9077717e-12 1.5942289e-08 6.8614381e-10 9.5988779e-11]"
5,"[1.3398767e-11 5.7993488e-11 2.5314370e-11 5.5316750e-08 4.8096176e-11
 9.9999976e-01 2.9691816e-09 1.3653499e-11 1.8551115e-07 5.3226801e-09]"
5,"[8.1441957e-11 6.0731736e-10 5.3645630e-12 1.4891260e-06 7.2723084e-11
 9.9999428e-01 4.5890074e-09 7.5361446e-11 4.2602842e-06 6.4200769e-08]"
6,"[3.8093340e-10 2.4826746e-14 1.8172031e-13 4.5236991e-16 6.4904413e-08
 9.3262224e-11 9.9999988e-01 1.1843890e-16 5.5366887e-12 3.0893823e-12]"
6,"[5.7096526e-07 1.4098617e-11 7.3089576e-11 1.3368304e-11 6.9000514e-08
 2.0885608e-07 9.9999905e-01 3.7828195e-12 1.3220010e-07 6.3354849e-10]"
3,"[1.0061100e-12 1.4588991e-10 6.7237227e-10 9.9999976e-01 1.0433492e-12
 2.0644445e-07 6.4621329e-14 5.8322271e-11 4.8595574e-08 2.1053233e-10]"
5,"[8.8834584e-10 5.7295590e-09 2.9353936e-10 1.2298407e-06 1.7215499e-09
 9.9997091e-01 2.1144794e-07 3.6829811e-10 2.6956543e-05 7.5727615e-07]"
2,"[1.4100288e-05 3.9016328e-07 9.9766624e-01 2.3907160e-05 1.6863529e-03
 1.1747214e-07 6.9226087e-09 1.1610916e-04 4.8581162e-04 6.9249045e-06]"
5,"[3.6145028e-08 2.3947104e-07 1.4707536e-08 1.4190375e-06 4.4695003e-08
 9.9907970e-01 7.3004223e-05 1.4024174e-09 8.4427680e-04 1.2332411e-06]"
9,"[1.2191083e-07 7.8746046e-07 1.4177627e-08 5.4672086e-07 1.4493157e-03
 2.1209233e-07 2.1073532e-08 1.2014503e-05 3.3025144e-06 9.9853361e-01]"
9,"[5.4596153e-08 4.5426800e-09 9.5969908e-09 1.6197610e-07 1.1788817e-06
 2.4585253e-07 5.9334564e-09 4.8377224e-06 6.3201242e-06 9.9998713e-01]"
8,"[1.5383052e-11 4.8132637e-14 5.5399491e-10 7.7409412e-09 1.7682389e-12
 7.7071079e-11 5.8195004e-09 3.9173004e-14 1.0000000e+00 8.3123369e-11]"
4,"[3.8318357e-16 3.6917211e-10 2.8525966e-12 4.2144569e-16 9.9999893e-01
 7.5226677e-14 6.0952944e-11 3.9333581e-09 1.0165294e-06 8.6537253e-12]"
1,"[7.5379303e-10 1.0000000e+00 2.3453248e-09 2.7513056e-11 3.0684166e-09
 7.1144934e-10 2.6376086e-09 2.9747957e-08 2.0563082e-09 1.9944139e-10]"
0,"[9.9999666e-01 1.1257580e-07 1.8851489e-08 3.9631762e-10 3.0799961e-07
 1.9125186e-07 1.7298718e-06 2.3281231e-08 7.3462013e-07 7.2010181e-08]"
6,"[1.1286669e-10 2.4009913e-14 7.8184269e-13 6.4937336e-16 5.9236868e-08
 9.1761189e-11 1.0000000e+00 7.7770787e-17 9.1560440e-12 1.4030700e-12]"
0,"[9.9880266e-01 1.3946847e-07 2.4363048e-06 5.7401678e-10 1.1882988e-03
 2.2020949e-08 1.0922734e-06 4.3144026e-09 4.5132938e-06 8.7862435e-07]"
9,"[4.0890150e-08 1.2222916e-06 4.2276589e-08 2.1442200e-07 1.8214923e-04
 3.4561350e-07 1.5210148e-09 3.1848063e-05 5.2874225e-06 9.9977893e-01]"
6,"[5.8905139e-06 1.8598906e-10 1.1559568e-09 1.8263312e-12 1.0755588e-03
 1.9254799e-08 9.9891841e-01 3.1593872e-12 7.8247368e-08 2.3245708e-08]"
8,"[4.2769888e-10 1.8779694e-12 3.0478272e-08 9.7135500e-10 1.3155459e-11
 2.8768301e-09 3.2629086e-07 6.5119923e-15 9.9999964e-01 2.2797689e-10]"
8,"[3.8115927e-11 1.3283427e-14 1.2171132e-07 8.0197893e-09 6.2303820e-14
 8.8368939e-12 1.0025539e-10 8.5438689e-15 9.9999988e-01 3.6621570e-10]"
5,"[8.0419756e-15 4.7910547e-13 1.6175222e-16 8.8890770e-09 5.2449676e-14
 1.0000000e+00 2.7733657e-11 7.0300299e-16 7.1902026e-11 3.3781161e-10]"
6,"[2.47761704e-07 1.47176580e-15 1.14677715e-14 4.96388073e-15
 2.29282660e-09 5.21104626e-09 9.99999762e-01 2.72245151e-16
 4.79852602e-09 2.51728152e-11]"
1,"[3.3589647e-09 9.9999988e-01 1.1320328e-09 5.2808487e-12 7.4307671e-10
 3.3701614e-10 1.2556419e-09 9.9166932e-08 1.3571652e-09 1.2676515e-10]"
1,"[3.1268699e-10 1.0000000e+00 4.1963624e-10 3.8648806e-11 4.1369148e-08
 1.4120094e-09 1.1678116e-09 1.9562620e-08 1.3504825e-09 4.1699211e-10]"
9,"[1.0777827e-07 6.7929764e-09 2.0721213e-08 4.1663011e-08 1.4995647e-05
 1.7148665e-08 1.1354434e-09 9.8773680e-06 3.2992846e-06 9.9997163e-01]"
8,"[3.0597656e-07 3.5930343e-09 3.1671065e-05 1.5588004e-04 4.8888733e-08
 3.4553912e-07 2.8603843e-06 1.5001582e-09 9.9980778e-01 1.0323618e-06]"
9,"[4.6716103e-08 2.6905397e-07 1.9987349e-08 2.1007827e-07 1.1769842e-04
 2.8539395e-08 2.8684652e-09 3.5468147e-05 8.0462960e-06 9.9983811e-01]"
2,"[2.0332929e-09 1.6471532e-10 9.9999964e-01 5.6697711e-08 1.3499588e-10
 1.3039709e-09 5.7824204e-13 3.0463175e-07 2.4128261e-10 3.0729922e-11]"
3,"[1.7911471e-13 2.5751562e-10 1.4723743e-09 1.0000000e+00 2.0174009e-13
 5.7317475e-09 7.3555230e-14 3.9620291e-12 1.4724951e-09 1.8521887e-10]"
5,"[7.1673548e-13 9.3552437e-11 4.6339424e-13 5.8130787e-08 5.9105138e-12
 9.9999976e-01 1.5746483e-09 1.6969688e-13 1.8531311e-07 2.1925310e-08]"
5,"[6.0988121e-15 1.3075599e-13 5.3094986e-17 1.8015323e-09 2.9234763e-14
 1.0000000e+00 2.9021913e-11 3.1829036e-17 1.8315774e-10 3.3704655e-09]"
9,"[5.6404019e-07 1.0354098e-09 3.2549795e-07 1.0932093e-07 9.5810697e-07
 4.9507327e-07 1.5661621e-07 3.7481755e-06 2.8817356e-06 9.9999082e-01]"
4,"[2.3610838e-15 1.6485995e-09 7.9306760e-13 7.5740229e-15 9.9999368e-01
 6.7802751e-12 1.2199242e-08 4.8848464e-10 6.3703183e-06 5.6513288e-12]"
2,"[2.4495478e-08 8.7202345e-05 9.9950910e-01 2.4191868e-04 4.2903602e-07
 1.1842315e-06 1.3867016e-08 1.5146943e-04 8.7178096e-06 6.3549130e-09]"
1,"[1.35447067e-08 9.99999523e-01 1.08713046e-07 2.61950080e-11
 1.73841119e-09 2.71953210e-10 3.92168964e-09 3.63424476e-07
 1.07923368e-08 2.43445542e-10]"
9,"[8.0221980e-07 1.2410629e-05 2.7787715e-07 2.2222193e-06 9.5926662e-04
 3.2619027e-06 6.1463965e-08 5.7098478e-05 1.5220996e-05 9.9894935e-01]"
3,"[1.1201003e-11 3.2106520e-09 1.0239406e-07 9.9999952e-01 8.8889738e-12
 2.6817335e-07 4.3732459e-11 1.2049679e-10 1.5965253e-07 3.6268158e-10]"
9,"[2.8600255e-07 2.2776943e-07 4.0539888e-08 9.7893114e-08 2.5488727e-04
 1.0188247e-07 1.2311231e-08 3.0944120e-06 5.0597168e-06 9.9973625e-01]"
2,"[5.4994204e-12 2.0125535e-10 9.9999988e-01 7.1044795e-08 1.4733714e-09
 2.6454150e-11 4.0527740e-13 2.8360569e-09 4.2715931e-10 5.2352746e-13]"
0,"[9.99999762e-01 1.33496113e-11 1.15541184e-07 2.00241971e-12
 5.11917220e-09 1.35836004e-11 1.55272222e-08 1.88225324e-10
 7.30168237e-09 9.92013582e-08]"
6,"[2.8918555e-05 5.7794811e-12 7.2915306e-11 3.5962112e-14 3.5650530e-04
 4.4133619e-10 9.9961460e-01 5.1472688e-14 1.1024612e-08 4.7222198e-10]"
0,"[9.9999702e-01 8.6560998e-09 2.7789389e-07 5.6115761e-11 2.5904153e-06
 7.7056483e-10 1.9330670e-08 8.6889020e-09 5.4165831e-08 4.6152415e-08]"
